Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
85,CQ0UML,438.8500,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM67CC - RU708 - Radioamador Clube de Loulé,,,,
86,CQ0URBL,438.8750,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN50ST - RU710 - Associação de Radioamadores da Beira Litoral,,,,
87,CQ0UAI,438.8750,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM59QM - RU710 - Clube de Radioamadores do Entroncamento,,,,
88,CQ0UEC,438.8750,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58JT - RU710 - Rede dos Emissores Portugueses,,,,
89,CQ0USDV,438.9000,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM59IB - RU712 - Associação de Radioamadores da Beira Alta,,,,
90,CQ0UCP,438.9000,-,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IN50NE - RU712 - Associação de Radioamadores da Costa de Prata,,,,
91,CQ0UDA,438.9000,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IM68AN - RU712 - Associação de Radioamadores da Região de Lisboa,,,,
92,CQ1UPDL,438.9000,-,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HM77ER - RU712 - Associação de Radioamadores dos Açores,,,,
93,CQ0UMA,438.9250,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN61AF - RU714 - Associação Amigos da Rádio do Norte,,,,
94,CQ0USTC,438.9250,-,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IM57PX - RU714 - Associação de Radioamadores do Litoral Alentejano,,,,
95,CQ0UMM,438.9250,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM67CC - RU714 - Rede dos Emissores Portugueses,,,,
96,CQ0USO,438.9500,-,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,IM68ER - RU716 - Associação de Radioamadores do Ribatejo,,,,
97,CQ0UHU,438.9500,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58JT - RU716 - Rede dos Emissores Portugueses,,,,
98,CQ0UMU,438.9750,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN60AQ - RU718 - Associação de Radioamadores da Beira Alta,,,,
99,CQ0UMO,438.9750,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM59LE - RU718 - Associação de Radioamadores do Ribatejo,,,,
100,CQ0UPS,439.0000,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IN60AA - RU720 - Rede dos Emissores Portugueses,,,,
101,CQ0UPM,439.0250,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM59NN - RU722 - Associação de Radioamadores do Distrito de Leiria,,,,
102,CQ0UCVM,439.0250,-,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,IN51XP - RU722 - Associação de Radioamadores do Minho,,,,
103,CQ0UREP,439.0250,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58JQ - RU722 - Rede dos Emissores Portugueses,,,,
104,CQ0UES,439.0500,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN60EH - RU724 - Associação de Radioamadores da Beira Alta,,,,
105,CQ0USC,439.0500,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58KX - RU724 - Rede dos Emissores Portugueses,,,,
106,CQ0USR,439.0750,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM59PF - RU726 - Associação de Radioamadores do Ribatejo,,,,
107,CQ0UARS,439.1000,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN50ts - RU728 - AIRA Associação Internacional Rádio Amadores,,,,
108,CQ0UG,439.1000,-,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IN60FB - RU728 - Associação de Radioamadores da Beira Baixa,,,,
109,CQ0UFLX,439.1000,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58KO - RU728 - Associação de Radioamadores da Região de Lisboa,,,,
110,CQ0UGMR,439.1000,-,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,IN51UK - RU728 - Associação de Radioamadores do Minho,,,,
111,CQ0UBLA,439.1250,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM57QH - RU730 - ARSUL - Associação de Radioamadores do Sul,,,,
112,CQ0USJ,439.1250,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN51se - RU730 - Associação de Radioamadores da Beira Alta,,,,
113,CQ0USI,439.1250,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58HS - RU730 - Liga Amadores Rádio Sintra,,,,
114,CQ0UCOI,439.1500,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IN50SE - RU732 - Associação de Radioamadores de Coimbra,,,,
115,CQ0UMR,439.1500,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN61BF - RU732 - Associação de Radioamadores do Alto Tâmega,,,,
116,CQ0UTRZ,439.1750,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN50TT - RU734 - Associação de Radioamadores do Distrito de Leiria,,,,
117,CQ0UTR,439.1750,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM59UO - RU734 - Associação de Radioamadores do Ribatejo,,,,
118,CQ0UMC,439.1750,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58JV - RU734 - Rede dos Emissores Portugueses,,,,
119,CQ0UDE,439.2000,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN60FH - RU736 - Associação de Radioamadores da Região de Lisboa,,,,
120,CQ0UAST,439.2000,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN51SH - RU736 - Associação de Radioamadores do Minho,,,,
121,CQ0UIV,439.2000,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM57xd - RU736 - Radioamador Clube de Loulé,,,,
122,CQ0UAG,439.2000,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM59KJ - RU736 - Radioamadores Centro Oeste,,,,
