Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
138,CQ0URL,439.1500,-,7.6000,Tone,131.8,131.8,023,NN,FM,6.25,,Vale Grande - Serra dos Candeeiros,,,,
139,CQ0UTRZ,439.1750,-,7.6000,Tone,123.0,123.0,023,NN,FM,6.25,,"Gestoso, Serra do Arestal - Aveiro",,,,
140,CQ0UTR,439.1750,-,7.6000,Tone,131.8,131.8,023,NN,FM,6.25,,Silveira – Tomar,,,,
141,CQ0UMC,439.1750,-,7.6000,Tone,74.4,74.4,023,NN,FM,6.25,,Cabeço de Montachique - Loures,,,,
142,CQ0UAST,439.2000,-,7.6000,Tone,123.0,123.0,023,NN,FM,6.25,,Santuário de Nossa Senhora da Assunção - Santo Tirso,,,,
143,CQ0UDE,439.2000,-,7.6000,Tone,114.8,114.8,023,NN,FM,6.25,,Penhas da Saúde - Serra da Estrela,,,,
144,CQ0UAG,439.2000,-,7.6000,Tone,74.4,74.4,023,NN,FM,6.25,,Rua do Galope - Óbidos,,,,
145,CQ0UIV,439.200000,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM57xd,,,,
146,CQ0UFL,439.2250,-,7.6000,Tone,131.8,131.8,023,NN,FM,6.25,,Cerro de São Miguel - Olhão,,,,
147,CQ0UCAR,439.2500,-,7.6000,Tone,123.0,123.0,023,NN,FM,6.25,,Pinoucas - Serra do Caramulo,,,,
148,CQ0UCB,439.2500,-,7.6000,Tone,82.5,82.5,023,NN,FM,6.25,,Castelo Branco (E) - Castelo Branco,,,,
149,CQ0ULR,439.2500,-,7.6000,Tone,131.8,131.8,023,NN,FM,6.25,,Vale Grande - Serra dos Candeeiros,,,,
150,CQ0UBA,439.2750,-,7.6000,Tone,123.0,123.0,023,NN,FM,6.25,,Vandoma - Baltar,,,,
151,CQ0UP,439.2750,-,7.6000,Tone,67.0,67.0,023,NN,FM,6.25,,São Mamede - Serra de São Mamede,,,,
152,CQ0UCAS,439.275000,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58gs,,,,
153,CQ0UTV,439.3000,-,7.6000,Tone,131.8,131.8,023,NN,FM,6.25,,Trevim - Serra da Lousã,,,,
154,CQ0UAV,439.3250,-,7.6000,Tone,67.0,67.0,023,NN,FM,6.25,,Monção - Serra do Gerês,,,,
155,CQ0UCL,439.3250,-,7.6000,Tone,123.0,123.0,023,NN,FM,6.25,,Cabeço da Neve - Serra do Caramulo,,,,
156,CQ0URVM,439.3250,-,7.6000,Tone,74.4,74.4,023,NN,FM,6.25,,Monte Serves - Vialonga,,,,
157,CQ0UMJ,439.3500,-,7.6000,Tone,74.4,74.4,023,NN,FM,6.25,,Estação de Radar N. 3 - Montejunto,,,,
158,CQ0UMN,439.3500,-,7.6000,Tone,114.8,114.8,023,NN,FM,6.25,,Montemor-o-Novo - Évora,,,,
159,CQ0UMN*,439.350000,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IM58vp,,,,
160,CQ0UIV,439.3750,-,7.6000,Tone,131.8,131.8,023,NN,FM,6.25,,Cerro de São Miguel - Olhão,,,,
161,CQ0UOAZ,439.4000,-,7.6000,Tone,123.0,123.0,023,NN,FM,6.25,,Restaurante Pouso Alto - Oliveira de Azeméis,,,,
162,CQ0UAZ,439.4000,-,7.6000,Tone,123.0,123.0,023,NN,FM,6.25,,Restaurante Pouso Alto - Oliveira de Azeméis,,,,
163,CQ0UARB,439.4000,-,7.6000,Tone,74.4,74.4,023,NN,FM,6.25,,"Outão, Serra da Arrábida - Setúbal",,,,
164,CQ0UFV,439.400000,-,7.600000,Tone,114.8,114.8,023,NN,FM,12.50,,IN52qa,,,,
165,CQ0UOAZ*,439.400000,-,7.600000,Tone,123,123,023,NN,FM,12.50,,IN50st,,,,
166,CQ0UPRT,439.4250,-,7.6000,Tone,123.0,123.0,023,NN,FM,6.25,,Santo Ovídio (W) - Monte da Virgem,,,,
167,CQ0UCR,439.4250,-,7.6000,Tone,74.4,74.4,023,NN,FM,6.25,,Depósito de Água - Caldas da Rainha,,,,
168,CQ0UMF,439.4250,-,7.6000,Tone,131.8,131.8,023,NN,FM,6.25,,Fóia - Serra de Monchique,,,,
169,CQ1EURA,439.6250,-,0.0000,Tone,82.5,82.5,023,NN,FM,6.25,,Serra de Santa Bárbara - Ilha Terceira,,,,
