Location,Name,Frequency,Duplex,Offset,Tone,rToneFreq,cToneFreq,DtcsCode,DtcsPolarity,Mode,TStep,Skip,Comment,URCALL,RPT1CALL,RPT2CALL,DVCODE
,CQ0VMU,145.7375,-,0.600000,Tone,67.0,67.0,023,NN,FM,12.50,,IN51vt - ARBA,,,,
,CQ0FMC,51.9900,-,0.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58jv - REP,,,,
,CQ1USB,438.7000,-,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HM68ir - URA,,,,
,CQ1UCM,438.7250,-,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HM68kr - URA,,,,
,CQ1VGR,145.6125,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HM59xa - URA,,,,
,CQ1VSJ,145.6375,-,0.600000,Tone,67.0,67.0,023,NN,FM,12.50,,HM68bn - URA,,,,
,CQ1VCM,145.7250,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HM68kr - URA,,,,
,CQ1UMS,438.7750,-,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HM68it - URA,,,,
,CQ1VSB,145.7000,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HM68ir - URA,,,,
,CQ1UMB,438.7500,-,7.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HM68jp - URA,,,,
,CQ1VFLW,145.7875,-,0.600000,Tone,88.5,88.5,023,NN,FM,12.50,,HM49jk - URA,,,,
,CQ0VTM,145.7750,-,0.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IN50tg - TRGM,,,,
,CQ0UKE,438.8250,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM59hc - REP,,,,
,CQ0UMM,438.9250,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM67cc - REP,,,,
,CQ0UM,438.6750,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM59le - REP,,,,
,CQ0VMC,145.6750,-,0.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58jv - REP,,,,
,CQ0UCL,439.3250,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN50vn - REP,,,,
,CQ0UMF,439.4250,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IM57qh - REP,,,,
,CQ2UFX,438.7000,-,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,IM12nq - REP,,,,
,CQ0UP,439.2750,-,7.600000,Tone,67.0,67.0,023,NN,FM,12.50,,IM69hh - REP,,,,
,CQ0UMC,439.1750,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58jv - REP,,,,
,CQ2UMAD,438.6500,-,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IM12np - REP,,,,
,CQ0USC,439.0500,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58kx - REP,,,,
,CQ0UPS,439.0000,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IN60aa - REP,,,,
,CQ0UREP,439.0250,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58jq - REP,,,,
,CQ0VSP,145.7500,-,0.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IM67ew - REP,,,,
,CQ0VCSC,145.6000,-,0.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58gq - REP,,,,
,CQ0VEC,145.6625,-,0.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58jt - REP,,,,
,CQ0UAE,438.8000,-,7.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IN50tt - REP,,,,
,CQ0UCB,439.2500,-,7.600000,Tone,82.5,82.5,023,NN,FM,12.50,,IM69gt - REP,,,,
,CQ0UTV,439.3000,-,7.600000,Tone,131.8,131.8,023,NN,FM,12.50,,IN50vc - REP,,,,
,CQ0VSMA,145.6625,-,0.600000,Tone,123.0,123.0,023,NN,FM,12.50,,IM69hh - REP,,,,
,CQ0UEC,438.8750,-,7.600000,Tone,74.4,74.4,023,NN,FM,12.50,,IM58jt - REP,,,,
